tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
2021-05-24,21,1,15,5,12787,12072,358,357,SULAWESI TENGAH
2021-05-25,15,0,126,-111,12802,12198,358,246,SULAWESI TENGAH
2021-05-26,17,2,10,5,12819,12208,360,251,SULAWESI TENGAH
2021-05-27,7,0,33,-26,12826,12241,360,225,SULAWESI TENGAH
2021-05-28,18,1,9,8,12844,12250,361,233,SULAWESI TENGAH
2021-05-29,35,4,4,27,12879,12254,365,260,SULAWESI TENGAH
2021-05-30,14,0,2,12,12893,12256,365,272,SULAWESI TENGAH
2021-05-31,3,0,12,-9,12896,12268,365,263,SULAWESI TENGAH
2021-05-01,6,4,49,-47,5399,5078,165,156,GORONTALO
2021-05-02,0,1,2,-3,5399,5080,166,153,GORONTALO
2021-05-03,3,2,3,-2,5402,5083,168,151,GORONTALO
2021-05-04,4,0,4,0,5406,5087,168,151,GORONTALO
2021-05-05,4,0,13,-9,5410,5100,168,142,GORONTALO
2021-05-06,11,0,4,7,5421,5104,168,149,GORONTALO
2021-05-07,0,1,2,-3,5421,5106,169,146,GORONTALO
2021-05-08,2,0,0,2,5423,5106,169,148,GORONTALO
2021-05-09,0,1,1,-2,5423,5107,170,146,GORONTALO
2021-05-10,0,0,3,-3,5423,5110,170,143,GORONTALO
2021-05-11,7,0,3,4,5430,5113,170,147,GORONTALO
2021-05-12,0,0,0,0,5430,5113,170,147,GORONTALO
2021-05-13,1,0,0,1,5431,5113,170,148,GORONTALO
2021-05-14,1,0,2,-1,5432,5115,170,147,GORONTALO
2021-05-15,0,0,2,-2,5432,5117,170,145,GORONTALO
2021-05-16,3,0,0,3,5435,5117,170,148,GORONTALO
2021-05-17,2,0,8,-6,5437,5125,170,142,GORONTALO
2021-05-18,6,0,0,6,5443,5125,170,148,GORONTALO
2021-05-19,5,0,1,4,5448,5126,170,152,GORONTALO
2021-05-20,0,0,0,0,5448,5126,170,152,GORONTALO
2021-05-21,5,0,0,5,5453,5126,170,157,GORONTALO
2021-05-22,3,0,0,3,5456,5126,170,160,GORONTALO
2021-05-23,5,0,0,5,5461,5126,170,165,GORONTALO
2021-05-24,2,0,3,-1,5463,5129,170,164,GORONTALO
2021-05-25,8,0,3,5,5471,5132,170,169,GORONTALO
2021-05-26,1,0,1,0,5472,5133,170,169,GORONTALO
2021-05-27,11,0,0,11,5483,5133,170,180,GORONTALO
2021-05-28,1,0,0,1,5484,5133,170,181,GORONTALO
2021-05-29,6,2,102,-98,5490,5235,172,83,GORONTALO
2021-05-30,11,0,0,11,5501,5235,172,94,GORONTALO
2021-05-31,4,0,4,0,5505,5239,172,94,GORONTALO
2021-05-01,782,6,590,186,283457,248341,3770,31346,JAWA BARAT
2021-05-02,710,9,548,153,284167,248889,3779,31499,JAWA BARAT
2021-05-03,1179,18,1038,123,285346,249927,3797,31622,JAWA BARAT
2021-05-04,909,27,1259,-377,286255,251186,3824,31245,JAWA BARAT
2021-05-05,979,26,1376,-423,287234,252562,3850,30822,JAWA BARAT
2021-05-06,1056,7,1501,-452,288290,254063,3857,30370,JAWA BARAT
2021-05-07,1929,25,1221,683,290219,255284,3882,31053,JAWA BARAT
2021-05-08,2263,5,1963,295,292482,257247,3887,31348,JAWA BARAT
2021-05-09,516,9,592,-85,292998,257839,3896,31263,JAWA BARAT
2021-05-10,1020,14,2278,-1272,294018,260117,3910,29991,JAWA BARAT
2021-05-11,1410,18,1018,374,295428,261135,3928,30365,JAWA BARAT
2021-05-12,786,23,772,-9,296214,261907,3951,30356,JAWA BARAT
2021-05-13,413,11,628,-226,296627,262535,3962,30130,JAWA BARAT
2021-05-14,594,3,719,-128,297221,263254,3965,30002,JAWA BARAT
2021-05-15,749,8,717,24,297970,263971,3973,30026,JAWA BARAT
2021-05-16,847,4,439,404,298817,264410,3977,30430,JAWA BARAT
2021-05-17,1290,26,1253,11,300107,265663,4003,30441,JAWA BARAT
2021-05-18,1102,36,1423,-357,301209,267086,4039,30084,JAWA BARAT
2021-05-19,1230,9,1408,-187,302439,268494,4048,29897,JAWA BARAT
2021-05-20,1315,14,1254,47,303754,269748,4062,29944,JAWA BARAT
2021-05-21,1083,17,1488,-422,304837,271236,4079,29522,JAWA BARAT
2021-05-22,1067,16,698,353,305904,271934,4095,29875,JAWA BARAT
2021-05-23,1048,7,716,325,306952,272650,4102,30200,JAWA BARAT
2021-05-24,1293,15,1214,64,308245,273864,4117,30264,JAWA BARAT
2021-05-25,1057,14,988,55,309302,274852,4131,30319,JAWA BARAT
2021-05-26,772,12,667,93,310074,275519,4143,30412,JAWA BARAT
2021-05-27,1268,19,1066,183,311342,276585,4162,30595,JAWA BARAT
2021-05-28,1165,20,934,211,312507,277519,4182,30806,JAWA BARAT
2021-05-29,964,10,959,-5,313471,278478,4192,30801,JAWA BARAT
2021-05-30,749,11,528,210,314220,279006,4203,31011,JAWA BARAT
2021-05-31,1185,26,1248,-89,315405,280254,4229,30922,JAWA BARAT
2021-05-01,231,20,202,9,147948,134984,10681,2283,JAWA TIMUR
2021-05-02,206,29,208,-31,148154,135192,10710,2252,JAWA TIMUR
2021-05-03,217,20,253,-56,148371,135445,10730,2196,JAWA TIMUR
2021-05-04,290,33,250,7,148661,135695,10763,2203,JAWA TIMUR
2021-05-05,271,28,225,18,148932,135920,10791,2221,JAWA TIMUR
2021-05-06,255,28,249,-22,149187,136169,10819,2199,JAWA TIMUR
2021-05-07,235,22,283,-70,149422,136452,10841,2129,JAWA TIMUR
2021-05-08,224,20,207,-3,149646,136659,10861,2126,JAWA TIMUR
2021-05-09,230,19,196,15,149876,136855,10880,2141,JAWA TIMUR
2021-05-10,205,21,213,-29,150081,137068,10901,2112,JAWA TIMUR
2021-05-11,258,33,216,9,150339,137284,10934,2121,JAWA TIMUR
2021-05-12,248,24,223,1,150587,137507,10958,2122,JAWA TIMUR
2021-05-13,147,12,151,-16,150734,137658,10970,2106,JAWA TIMUR
2021-05-14,142,15,175,-48,150876,137833,10985,2058,JAWA TIMUR
2021-05-15,183,29,319,-165,151059,138152,11014,1893,JAWA TIMUR
2021-05-16,163,17,163,-17,151222,138315,11031,1876,JAWA TIMUR
2021-05-17,202,25,273,-96,151424,138588,11056,1780,JAWA TIMUR
2021-05-18,227,22,229,-24,151651,138817,11078,1756,JAWA TIMUR
2021-05-19,254,32,195,27,151905,139012,11110,1783,JAWA TIMUR
2021-05-20,260,22,242,-4,152165,139254,11132,1779,JAWA TIMUR
2021-05-21,243,17,176,50,152408,139430,11149,1829,JAWA TIMUR
2021-05-22,233,16,198,19,152641,139628,11165,1848,JAWA TIMUR
2021-05-23,228,17,205,6,152869,139833,11182,1854,JAWA TIMUR
2021-05-24,227,20,208,-1,153096,140041,11202,1853,JAWA TIMUR
2021-05-25,217,24,183,10,153313,140224,11226,1863,JAWA TIMUR
2021-05-26,256,21,126,109,153569,140350,11247,1972,JAWA TIMUR
2021-05-27,218,25,182,11,153787,140532,11272,1983,JAWA TIMUR
2021-05-28,246,21,205,20,154033,140737,11293,2003,JAWA TIMUR
2021-05-29,255,20,293,-58,154288,141030,11313,1945,JAWA TIMUR
2021-05-30,217,18,159,40,154505,141189,11331,1985,JAWA TIMUR
2021-05-31,249,31,226,-8,154754,141415,11362,1977,JAWA TIMUR
2021-05-01,0,0,3,-3,7530,7130,117,283,MALUKU
2021-05-02,5,0,7,-2,7535,7137,117,281,MALUKU
2021-05-03,14,0,0,14,7549,7137,117,295,MALUKU
2021-05-04,0,0,0,0,7549,7137,117,295,MALUKU
2021-05-05,18,0,7,11,7567,7144,117,306,MALUKU
2021-05-06,7,0,5,2,7574,7149,117,308,MALUKU
2021-05-07,0,0,15,-15,7574,7164,117,293,MALUKU
2021-05-08,19,0,4,15,7593,7168,117,308,MALUKU
2021-05-09,3,0,0,3,7596,7168,117,311,MALUKU
2021-05-10,0,0,0,0,7596,7168,117,311,MALUKU
2021-05-11,1,1,4,-4,7597,7172,118,307,MALUKU
2021-05-12,0,1,20,-21,7597,7192,119,286,MALUKU
2021-05-13,0,0,0,0,7597,7192,119,286,MALUKU
2021-05-14,32,0,9,23,7629,7201,119,309,MALUKU
2021-05-15,7,1,16,-10,7636,7217,120,299,MALUKU
2021-05-16,0,0,0,0,7636,7217,120,299,MALUKU
2021-05-17,20,0,5,15,7656,7222,120,314,MALUKU
2021-05-18,0,0,6,-6,7656,7228,120,308,MALUKU
2021-05-19,0,0,0,0,7656,7228,120,308,MALUKU
2021-05-20,7,0,5,2,7663,7233,120,310,MALUKU
2021-05-21,8,0,52,-44,7671,7285,120,266,MALUKU
2021-05-22,0,0,0,0,7671,7285,120,266,MALUKU
2021-05-23,5,0,34,-29,7676,7319,120,237,MALUKU
2021-05-24,0,0,19,-19,7676,7338,120,218,MALUKU
2021-05-25,42,1,6,35,7718,7344,121,253,MALUKU
2021-05-26,0,0,0,0,7718,7344,121,253,MALUKU
2021-05-27,9,1,7,1,7727,7351,122,254,MALUKU
2021-05-28,0,0,0,0,7727,7351,122,254,MALUKU
2021-05-29,14,0,13,1,7741,7364,122,255,MALUKU
2021-05-30,0,0,0,0,7741,7364,122,255,MALUKU
2021-05-31,3,0,6,-3,7744,7370,122,252,MALUKU
2021-05-01,25,0,16,9,61519,60229,932,358,SULAWESI SELATAN
2021-05-02,4,0,13,-9,61523,60242,932,349,SULAWESI SELATAN
2021-05-03,13,0,9,4,61536,60251,932,353,SULAWESI SELATAN
2021-05-04,21,0,8,13,61557,60259,932,366,SULAWESI SELATAN
2021-05-05,6,0,56,-50,61563,60315,932,316,SULAWESI SELATAN
2021-05-06,17,0,23,-6,61580,60338,932,310,SULAWESI SELATAN
2021-05-07,27,0,18,9,61607,60356,932,319,SULAWESI SELATAN
2021-05-08,17,0,14,3,61624,60370,932,322,SULAWESI SELATAN
2021-05-09,11,0,6,5,61635,60376,932,327,SULAWESI SELATAN
2021-05-10,27,0,15,12,61662,60391,932,339,SULAWESI SELATAN
2021-05-11,26,0,32,-6,61688,60423,932,333,SULAWESI SELATAN
2021-05-12,11,0,3,8,61699,60426,932,341,SULAWESI SELATAN
2021-05-13,2,0,5,-3,61701,60431,932,338,SULAWESI SELATAN
2021-05-14,6,0,4,2,61707,60435,932,340,SULAWESI SELATAN
2021-05-15,2,0,5,-3,61709,60440,932,337,SULAWESI SELATAN
2021-05-16,4,0,3,1,61713,60443,932,338,SULAWESI SELATAN
2021-05-17,20,1,29,-10,61733,60472,933,328,SULAWESI SELATAN
2021-05-18,22,0,25,-3,61755,60497,933,325,SULAWESI SELATAN
2021-05-19,39,0,16,23,61794,60513,933,348,SULAWESI SELATAN
2021-05-20,57,0,21,36,61851,60534,933,384,SULAWESI SELATAN
2021-05-21,54,1,37,16,61905,60571,934,400,SULAWESI SELATAN
2021-05-22,3,3,44,-44,61908,60615,937,356,SULAWESI SELATAN
2021-05-23,41,1,30,10,61949,60645,938,366,SULAWESI SELATAN
2021-05-24,14,1,8,5,61963,60653,939,371,SULAWESI SELATAN
2021-05-25,51,0,3,48,62014,60656,939,419,SULAWESI SELATAN
2021-05-26,9,0,4,5,62023,60660,939,424,SULAWESI SELATAN
2021-05-27,33,2,29,2,62056,60689,941,426,SULAWESI SELATAN
2021-05-28,32,1,29,2,62088,60718,942,428,SULAWESI SELATAN
2021-05-29,18,0,39,-21,62106,60757,942,407,SULAWESI SELATAN
2021-05-30,61,1,15,45,62167,60772,943,452,SULAWESI SELATAN
2021-05-31,8,0,16,-8,62175,60788,943,444,SULAWESI SELATAN
2021-05-01,147,5,74,68,20595,18086,997,1512,SUMATERA SELATAN
2021-05-02,130,8,44,78,20725,18130,1005,1590,SUMATERA SELATAN
2021-05-03,113,9,252,-148,20838,18382,1014,1442,SUMATERA SELATAN
2021-05-04,111,10,166,-65,20949,18548,1024,1377,SUMATERA SELATAN
2021-05-05,129,10,51,68,21078,18599,1034,1445,SUMATERA SELATAN
2021-05-06,130,7,127,-4,21208,18726,1041,1441,SUMATERA SELATAN
2021-05-07,142,4,112,26,21350,18838,1045,1467,SUMATERA SELATAN
2021-05-08,150,13,298,-161,21500,19136,1058,1306,SUMATERA SELATAN
2021-05-09,140,5,126,9,21640,19262,1063,1315,SUMATERA SELATAN
2021-05-10,131,7,149,-25,21771,19411,1070,1290,SUMATERA SELATAN
2021-05-11,100,8,122,-30,21871,19533,1078,1260,SUMATERA SELATAN
2021-05-12,126,5,75,46,21997,19608,1083,1306,SUMATERA SELATAN
2021-05-13,99,1,37,61,22096,19645,1084,1367,SUMATERA SELATAN
2021-05-14,67,6,47,14,22163,19692,1090,1381,SUMATERA SELATAN
2021-05-15,74,4,33,37,22237,19725,1094,1418,SUMATERA SELATAN
2021-05-16,77,9,224,-156,22314,19949,1103,1262,SUMATERA SELATAN
2021-05-17,106,5,220,-119,22420,20169,1108,1143,SUMATERA SELATAN
2021-05-18,68,11,188,-131,22488,20357,1119,1012,SUMATERA SELATAN
2021-05-19,75,13,115,-53,22563,20472,1132,959,SUMATERA SELATAN
2021-05-20,95,15,123,-43,22658,20595,1147,916,SUMATERA SELATAN
2021-05-21,120,6,63,51,22778,20658,1153,967,SUMATERA SELATAN
2021-05-22,204,5,112,87,22982,20770,1158,1054,SUMATERA SELATAN
2021-05-23,194,11,81,102,23176,20851,1169,1156,SUMATERA SELATAN
2021-05-24,130,9,93,28,23306,20944,1178,1184,SUMATERA SELATAN
2021-05-25,129,10,97,22,23435,21041,1188,1206,SUMATERA SELATAN
2021-05-26,159,6,46,107,23594,21087,1194,1313,SUMATERA SELATAN
2021-05-27,157,7,103,47,23751,21190,1201,1360,SUMATERA SELATAN
2021-05-28,152,1,79,72,23903,21269,1202,1432,SUMATERA SELATAN
2021-05-29,165,10,263,-108,24068,21532,1212,1324,SUMATERA SELATAN
2021-05-30,122,7,93,22,24190,21625,1219,1346,SUMATERA SELATAN
2021-05-31,142,5,95,42,24332,21720,1224,1388,SUMATERA SELATAN
2021-05-01,53,0,28,25,47396,44129,1205,2062,BANTEN
2021-05-02,55,2,68,-15,47451,44197,1207,2047,BANTEN
2021-05-03,126,0,44,82,47577,44241,1207,2129,BANTEN
2021-05-04,112,4,163,-55,47689,44404,1211,2074,BANTEN
2021-05-05,73,3,193,-123,47762,44597,1214,1951,BANTEN
2021-05-06,65,1,37,27,47827,44634,1215,1978,BANTEN
2021-05-07,68,0,50,18,47895,44684,1215,1996,BANTEN
2021-05-08,81,4,32,45,47976,44716,1219,2041,BANTEN
2021-05-09,61,0,174,-113,48037,44890,1219,1928,BANTEN
2021-05-10,92,4,71,17,48129,44961,1223,1945,BANTEN
2021-05-11,82,1,45,36,48211,45006,1224,1981,BANTEN
2021-05-12,56,0,24,32,48267,45030,1224,2013,BANTEN
2021-05-13,34,0,1,33,48301,45031,1224,2046,BANTEN
2021-05-14,39,0,15,24,48340,45046,1224,2070,BANTEN
2021-05-15,22,0,99,-77,48362,45145,1224,1993,BANTEN
2021-05-16,66,2,42,22,48428,45187,1226,2015,BANTEN
2021-05-17,53,2,320,-269,48481,45507,1228,1746,BANTEN
2021-05-18,29,2,0,27,48510,45507,1230,1773,BANTEN
2021-05-19,53,1,64,-12,48563,45571,1231,1761,BANTEN
2021-05-20,87,1,344,-258,48650,45915,1232,1503,BANTEN
2021-05-21,62,2,84,-24,48712,45999,1234,1479,BANTEN
2021-05-22,66,4,100,-38,48778,46099,1238,1441,BANTEN
2021-05-23,36,2,52,-18,48814,46151,1240,1423,BANTEN
2021-05-24,49,1,51,-3,48863,46202,1241,1420,BANTEN
2021-05-25,89,2,9,78,48952,46211,1243,1498,BANTEN
2021-05-26,44,0,23,21,48996,46234,1243,1519,BANTEN
2021-05-27,156,2,45,109,49152,46279,1245,1628,BANTEN
2021-05-28,53,2,62,-11,49205,46341,1247,1617,BANTEN
2021-05-29,72,3,71,-2,49277,46412,1250,1615,BANTEN
2021-05-30,46,0,60,-14,49323,46472,1250,1601,BANTEN
2021-05-31,153,2,279,-128,49476,46751,1252,1473,BANTEN
2021-05-01,7,1,1,5,10427,9885,210,332,SULAWESI TENGGARA
2021-05-02,0,1,0,-1,10427,9885,211,331,SULAWESI TENGGARA
2021-05-03,0,1,13,-14,10427,9898,212,317,SULAWESI TENGGARA
2021-05-04,4,0,0,4,10431,9898,212,321,SULAWESI TENGGARA
2021-05-05,10,0,30,-20,10441,9928,212,301,SULAWESI TENGGARA
2021-05-06,2,2,17,-17,10443,9945,214,284,SULAWESI TENGGARA
2021-05-07,7,0,10,-3,10450,9955,214,281,SULAWESI TENGGARA
2021-05-08,0,0,1,-1,10450,9956,214,280,SULAWESI TENGGARA
2021-05-09,3,0,0,3,10453,9956,214,283,SULAWESI TENGGARA
2021-05-10,2,0,12,-10,10455,9968,214,273,SULAWESI TENGGARA
2021-05-11,8,0,6,2,10463,9974,214,275,SULAWESI TENGGARA
2021-05-12,7,1,7,-1,10470,9981,215,274,SULAWESI TENGGARA
2021-05-13,0,0,0,0,10470,9981,215,274,SULAWESI TENGGARA
2021-05-14,0,0,0,0,10470,9981,215,274,SULAWESI TENGGARA
2021-05-15,0,0,1,-1,10470,9982,215,273,SULAWESI TENGGARA
2021-05-16,0,0,0,0,10470,9982,215,273,SULAWESI TENGGARA
2021-05-17,1,0,14,-13,10471,9996,215,260,SULAWESI TENGGARA
2021-05-18,1,1,30,-30,10472,10026,216,230,SULAWESI TENGGARA
2021-05-19,5,1,2,2,10477,10028,217,232,SULAWESI TENGGARA
2021-05-20,15,0,2,13,10492,10030,217,245,SULAWESI TENGGARA
2021-05-21,1,0,3,-2,10493,10033,217,243,SULAWESI TENGGARA
2021-05-22,0,0,8,-8,10493,10041,217,235,SULAWESI TENGGARA
2021-05-23,1,0,3,-2,10494,10044,217,233,SULAWESI TENGGARA
2021-05-24,2,0,5,-3,10496,10049,217,230,SULAWESI TENGGARA
2021-05-25,2,0,1,1,10498,10050,217,231,SULAWESI TENGGARA
2021-05-26,0,0,2,-2,10498,10052,217,229,SULAWESI TENGGARA
2021-05-27,1,0,0,1,10499,10052,217,230,SULAWESI TENGGARA
2021-05-28,6,0,10,-4,10505,10062,217,226,SULAWESI TENGGARA
2021-05-29,7,0,21,-14,10512,10083,217,212,SULAWESI TENGGARA
2021-05-30,7,0,0,7,10519,10083,217,219,SULAWESI TENGGARA
2021-05-31,1,0,1,0,10520,10084,217,219,SULAWESI TENGGARA
