url;date;user;retweetedTweetUrl;retweetedTweetUser;mentionedUsers
https://twitter.com/tigor_na70/status/1556262371189895169;08/07/2022;tigor_na70;;;detikcom
https://twitter.com/masterinternet6/status/1556258848322699264;08/07/2022;masterinternet6;;;
https://twitter.com/Diegoarend2/status/1556256721881821184;08/07/2022;Diegoarend2;;;
https://twitter.com/Burobumon/status/1556254675237621760;08/07/2022;Burobumon;;;adriantom25
https://twitter.com/shiki_traumend/status/1556252372199804929;08/07/2022;shiki_traumend;;;
https://twitter.com/minamishiho1/status/1556251651283243008;08/07/2022;minamishiho1;;;
https://twitter.com/shiki_traumend/status/1556251078580002817;08/07/2022;shiki_traumend;;;
https://twitter.com/ArikaMario/status/1556250675436474375;08/07/2022;ArikaMario;;;
https://twitter.com/y_prima26/status/1556248561389432833;08/07/2022;y_prima26;;;
https://twitter.com/BEM_Udayana/status/1556245120865169408;08/07/2022;BEM_Udayana;;;
https://twitter.com/adriantom25/status/1556244967823384577;08/07/2022;adriantom25;;;
https://twitter.com/BEM_Udayana/status/1556244652462059520;08/07/2022;BEM_Udayana;;;
https://twitter.com/zetsudou_sougi/status/1556240365820096513;08/07/2022;zetsudou_sougi;;;
https://twitter.com/ekamaxx/status/1556232987607715840;08/07/2022;ekamaxx;;;
https://twitter.com/hmmkemanaya/status/1556229573620416513;08/07/2022;hmmkemanaya;;;kemkominfo
https://twitter.com/Leonidas666_/status/1556224605987033088;08/07/2022;Leonidas666_;;;henrysubiakto
https://twitter.com/Cah_Kalongan1/status/1556224552715587584;08/07/2022;Cah_Kalongan1;;;"hyang_wisnu,kemkominfo,PlateJohnny,jokowi,Aryprasetyo85,zhymme,BertaSurabaya,delArdian_,FirzaHusainID,DS_yantie,PlateJohnny,kemkominfo"
https://twitter.com/IamBatzy_/status/1556222859798016000;08/07/2022;IamBatzy_;;;SannAdrian
https://twitter.com/MRey_Bakhtiar/status/1556218833269977088;08/07/2022;MRey_Bakhtiar;;;
https://twitter.com/masterinternet6/status/1556218549609189381;08/07/2022;masterinternet6;;;
https://twitter.com/MRey_Bakhtiar/status/1556218307862089730;08/07/2022;MRey_Bakhtiar;;;"masterinternet6,Kageruigbf,SannAdrian"
https://twitter.com/MRey_Bakhtiar/status/1556217787088900097;08/07/2022;MRey_Bakhtiar;;;"SannAdrian,Kageruigbf,secgron"
https://twitter.com/masterinternet6/status/1556217305893220353;08/07/2022;masterinternet6;;;SannAdrian
https://twitter.com/MRey_Bakhtiar/status/1556216847132856320;08/07/2022;MRey_Bakhtiar;;;SannAdrian
https://twitter.com/MRey_Bakhtiar/status/1556216461902745600;08/07/2022;MRey_Bakhtiar;;;SannAdrian
https://twitter.com/SannAdrian/status/1556209838182375424;08/07/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556206987532066817;08/07/2022;SannAdrian;;;
https://twitter.com/DavidSPerdana/status/1556205189887328257;08/07/2022;DavidSPerdana;;;stupidrulehater
https://twitter.com/Kageruigbf/status/1556199954334752768;08/07/2022;Kageruigbf;;;"masterinternet6,SannAdrian"
https://twitter.com/rdh_hkr/status/1556195110143963136;08/07/2022;rdh_hkr;;;
https://twitter.com/arissetyawan/status/1556184095411286017;08/07/2022;arissetyawan;;;serunaico
https://twitter.com/SannAdrian/status/1556173081088954369;08/07/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556172226382032898;08/07/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556171203697487872;08/07/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556170154119024641;08/07/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556169497391730688;08/07/2022;SannAdrian;;;
https://twitter.com/SehikuTH/status/1556169380962131969;08/07/2022;SehikuTH;;;
https://twitter.com/SehikuTH/status/1556165226470330369;08/07/2022;SehikuTH;;;
https://twitter.com/Otakubouzu/status/1556160252613390336;08/07/2022;Otakubouzu;;;
https://twitter.com/Burobumon/status/1556147564436525056;08/07/2022;Burobumon;;;
https://twitter.com/peter_parkour12/status/1556146865615147009;08/07/2022;peter_parkour12;;;
https://twitter.com/Burobumon/status/1556145806683426819;08/07/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556144574430490625;08/07/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556143776070258688;08/07/2022;Burobumon;;;
https://twitter.com/NocturnAlpha/status/1556142428083875840;08/07/2022;NocturnAlpha;;;Burobumon
https://twitter.com/Burobumon/status/1556142229961420800;08/07/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556140055747432448;08/07/2022;Burobumon;;;
https://twitter.com/NocturnAlpha/status/1556133713393897472;08/07/2022;NocturnAlpha;;;
https://twitter.com/Perang_Cemen/status/1556133013460623360;08/07/2022;Perang_Cemen;;;"SannAdrian,Kageruigbf"
https://twitter.com/Burobumon/status/1556132377276993536;08/07/2022;Burobumon;;;
https://twitter.com/NocturnAlpha/status/1556129419672309760;08/07/2022;NocturnAlpha;;;
https://twitter.com/MRey_Bakhtiar/status/1556118862113910786;08/07/2022;MRey_Bakhtiar;;;
https://twitter.com/Hafizdkren/status/1556110176713048064;08/07/2022;Hafizdkren;;;"pandji,kemkominfo"
https://twitter.com/Ain_Elsha/status/1556108963930083328;08/07/2022;Ain_Elsha;;;
https://twitter.com/maaarbaura/status/1556105281658007554;08/07/2022;maaarbaura;;;
https://twitter.com/_kou0000000/status/1556103997810888705;08/07/2022;_kou0000000;;;
https://twitter.com/_kou0000000/status/1556101639097835522;08/07/2022;_kou0000000;;;
https://twitter.com/RouteUnderUnity/status/1556098755942051840;08/07/2022;RouteUnderUnity;;;Pisangg64723574
https://twitter.com/Kageruigbf/status/1556093632356429825;08/07/2022;Kageruigbf;;;RouteUnderUnity
https://twitter.com/Hafizdkren/status/1556093206525186048;08/07/2022;Hafizdkren;;;
https://twitter.com/Kageruigbf/status/1556092516759650304;08/07/2022;Kageruigbf;;;
https://twitter.com/ganosecteam01/status/1556091018188972032;08/07/2022;ganosecteam01;;;Opposite6980
https://twitter.com/Kageruigbf/status/1556090847376330753;08/07/2022;Kageruigbf;;;
https://twitter.com/mizeifdhal/status/1556082754881605635;08/07/2022;mizeifdhal;;;kemkominfo
https://twitter.com/farhanthaleb2/status/1556077934712360960;08/07/2022;farhanthaleb2;;;
https://twitter.com/Burobumon/status/1556074976595218432;08/07/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556068862914834432;08/07/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556066219299549185;08/06/2022;Burobumon;;;
https://twitter.com/SannAdrian/status/1556065286482038785;08/06/2022;SannAdrian;;;
https://twitter.com/SannAdrian/status/1556064494329049090;08/06/2022;SannAdrian;;;
https://twitter.com/Burobumon/status/1556061687244959744;08/06/2022;Burobumon;;;
https://twitter.com/Burobumon/status/1556059826764910592;08/06/2022;Burobumon;;;
https://twitter.com/Otakubouzu/status/1556052240569597952;08/06/2022;Otakubouzu;;;
https://twitter.com/kokotogel/status/1556046148758310912;08/06/2022;kokotogel;;;
https://twitter.com/memecomicrageID/status/1556037402514186240;08/06/2022;memecomicrageID;;;
https://twitter.com/Hafizdkren/status/1556013252324184065;08/06/2022;Hafizdkren;;;
https://twitter.com/Hafizdkren/status/1556012105718845440;08/06/2022;Hafizdkren;;;
https://twitter.com/Hafizdkren/status/1556011179973042177;08/06/2022;Hafizdkren;;;
https://twitter.com/hobimakanhobi/status/1556007515392946176;08/06/2022;hobimakanhobi;;;
https://twitter.com/PutarKomedi_/status/1556004547570438145;08/06/2022;PutarKomedi_;;;
https://twitter.com/terasapercuma/status/1555976511739809793;08/06/2022;terasapercuma;;;jokowi
https://twitter.com/PenontonN/status/1555965036090118144;08/06/2022;PenontonN;;;minamishiho1
https://twitter.com/samin_150/status/1555958435103244288;08/06/2022;samin_150;;;"AndrianZul,kemkominfo,higgsdomino_id,kemkominfo,higgsdomino_id"
https://twitter.com/Sparboss/status/1555950534452203521;08/06/2022;Sparboss;;;
https://twitter.com/stupidrulehater/status/1555949209181757441;08/06/2022;stupidrulehater;;;DavidSPerdana
https://twitter.com/stupidrulehater/status/1555949076692082688;08/06/2022;stupidrulehater;;;
https://twitter.com/stupidrulehater/status/1555948821967818754;08/06/2022;stupidrulehater;;;
https://twitter.com/NocturnAlpha/status/1555943917203640320;08/06/2022;NocturnAlpha;;;
https://twitter.com/DavidSPerdana/status/1555940237855293441;08/06/2022;DavidSPerdana;;;
https://twitter.com/NocturnAlpha/status/1555938606531112962;08/06/2022;NocturnAlpha;;;
https://twitter.com/bz_nurah/status/1555938432781656064;08/06/2022;bz_nurah;;;jokowi
https://twitter.com/onomsalam2pas/status/1555934181825576960;08/06/2022;onomsalam2pas;;;
https://twitter.com/masterinternet6/status/1555928625756549121;08/06/2022;masterinternet6;;;
https://twitter.com/Burobumon/status/1555927355738112001;08/06/2022;Burobumon;;;
https://twitter.com/DewiMustika27/status/1555927221323194369;08/06/2022;DewiMustika27;;;
https://twitter.com/minamishiho1/status/1555926417690759177;08/06/2022;minamishiho1;;;
https://twitter.com/_ngakak_online_/status/1555925947169525761;08/06/2022;_ngakak_online_;;;
https://twitter.com/Burobumon/status/1555925248259764225;08/06/2022;Burobumon;;;
https://twitter.com/stupidrulehater/status/1555924583760334848;08/06/2022;stupidrulehater;;;"ArikaMario,elcheerw,KompasTV"
https://twitter.com/stupidrulehater/status/1555924219652755456;08/06/2022;stupidrulehater;;;
https://twitter.com/minamishiho1/status/1555923821592739840;08/06/2022;minamishiho1;;;
https://twitter.com/minamishiho1/status/1555923099732054016;08/06/2022;minamishiho1;;;
https://twitter.com/masterinternet6/status/1555922594209009664;08/06/2022;masterinternet6;;;
https://twitter.com/DewiMustika27/status/1555922274208792576;08/06/2022;DewiMustika27;;;
https://twitter.com/Kerorogunsou14/status/1555921809530183680;08/06/2022;Kerorogunsou14;;;
https://twitter.com/minamishiho1/status/1555920776297349122;08/06/2022;minamishiho1;;;
https://twitter.com/minamishiho1/status/1555919404034310144;08/06/2022;minamishiho1;;;
https://twitter.com/Burobumon/status/1555919361440813056;08/06/2022;Burobumon;;;
https://twitter.com/Irvan03850929/status/1555919174098354177;08/06/2022;Irvan03850929;;;"GamecomTeam,Steam,EpicGames"
https://twitter.com/itsthelazycat/status/1555918657599184896;08/06/2022;itsthelazycat;;;
https://twitter.com/stupidrulehater/status/1555918481148637184;08/06/2022;stupidrulehater;;;
